brain_ENCDO908MUY_ENCFF021ZDN	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF021ZDN.se.bam
K562_ENCDO000AAD_ENCFF325RTP	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF325RTP.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF860XAE.se.bam
NAMALWA_ENCDO993XLR_ENCFF497LCM	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF497LCM.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF824ZLB.se.bam
MCF_10A_ENCDO000AAP_ENCFF101JIC	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF101JIC.se.bam
ELF-1_ENCDO524DZC_ENCFF788WJL	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF788WJL.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF805ZGK.se.bam
lung_ENCDO647EYG_ENCFF018HHL	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF018HHL.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF716XRI.se.bam
NCI-H460_ENCDO267PTG_ENCFF117GRF	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF117GRF.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF583DNU.se.bam
SK-N-DZ_ENCDO340AAA_ENCFF137RKG	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF137RKG.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF859JWM.se.bam
SK-MEL-5_ENCDO338AAA_ENCFF679LFL	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF679LFL.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF793WJQ.se.bam
EL_ENCDO000AAG_ENCFF039LXT	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF039LXT.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF485JAR.se.bam
A549_ENCDO000AAZ_ENCFF048PFJ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF048PFJ.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF553VCG.se.bam
pons_ENCDO317XRR_ENCFF839GGU	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF839GGU.se.bam
retina_ENCDO411XCR_ENCFF068EKU	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF068EKU.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF508TPP.se.bam
right_kidney_ENCDO245RIZ_ENCFF153ORO	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF153ORO.se.bam
caudate_nucleus_ENCDO317XRR_ENCFF152WNP	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF152WNP.se.bam
putamen_ENCDO317XRR_ENCFF607EJH	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF607EJH.se.bam
A549_ENCDO000AAZ_ENCFF008YUA	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF008YUA.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF369CLX.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF455QZC.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF658VKV.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF838CUA.se.bam
A549_ENCDO000AAZ_ENCFF037NDD	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF037NDD.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF215ZJQ.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF548VIM.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF633PXA.se.bam
globus_pallidus_ENCDO240JUB_ENCFF627FWW	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF627FWW.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF686XUA.se.bam
ACHN_ENCDO627NDO_ENCFF347OEU	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF347OEU.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF902CJO.se.bam
eye_ENCDO708OLI_ENCFF045BTQ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF045BTQ.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF318EGI.se.bam
medulla_oblongata_ENCDO240JUB_ENCFF140VBG	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF140VBG.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF666SVG.se.bam
eye_ENCDO237NAG_ENCFF597SAZ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF597SAZ.se.bam
SK-N-DZ_ENCDO340AAA_ENCFF112ZGM	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF112ZGM.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF399MPN.se.bam
midbrain_ENCDO240JUB_ENCFF325QQS	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF325QQS.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF628MFS.se.bam
left_kidney_ENCDO245RIZ_ENCFF944OLK	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF944OLK.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF997VSI.se.bam
lung_ENCDO384TLP_ENCFF726FOO	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF726FOO.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF970KDD.se.bam
cerebellar_cortex_ENCDO240JUB_ENCFF440OZH	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF440OZH.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF462NEC.se.bam
EH_ENCDO000AAG_ENCFF128VZB	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF128VZB.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF233TZU.se.bam
SJCRH30_ENCDO339AAA_ENCFF561GBK	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF561GBK.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF610BTY.se.bam
brain_ENCDO708OLI_ENCFF425GUX	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF425GUX.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF619EKC.se.bam
hematopoietic_multipotent_progenitor_cell_ENCDO937OUY_ENCFF406WNO	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF406WNO.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF679UMS.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF755XHD.se.bam
Caki2_ENCDO140IFG_ENCFF286HCJ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF286HCJ.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF463OFJ.se.bam
Daoy_ENCDO735HIP_ENCFF401DQF	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF401DQF.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF837SRJ.se.bam
MG63_ENCDO987OSE_ENCFF438MPJ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF438MPJ.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF597KGC.se.bam
G401_ENCDO572LRN_ENCFF381UWT	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF381UWT.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF910NWW.se.bam
KBM-7_ENCDO763VKT_ENCFF747BBS	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF747BBS.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF919CXW.se.bam
SJSA1_ENCDO197NLG_ENCFF468DCR	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF468DCR.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF941LWY.se.bam
HT1080_ENCDO033CRF_ENCFF033IBX	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF033IBX.se.bam,/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF862UPO.se.bam
kidney_ENCDO863KZW_ENCFF627OTT	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF627OTT.se.bam
right_renal_cortex_interstitium_ENCDO378UAU_ENCFF613UDL	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF613UDL.se.bam
left_kidney_ENCDO816OTW_ENCFF714TRJ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF714TRJ.se.bam
common_myeloid_progenitor,_CD34-positive_ENCDO412QUR_ENCFF971TCE	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF971TCE.se.bam
muscle_of_back_ENCDO837QWL_ENCFF702HUL	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF702HUL.se.bam
large_intestine_ENCDO087TLK_ENCFF353UBK	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF353UBK.se.bam
fibroblast_of_skin_of_right_quadriceps_ENCDO576LXR_ENCFF104BQJ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF104BQJ.se.bam
CD8-positive,_alpha-beta_T_cell_ENCDO028NGF_ENCFF523JBQ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF523JBQ.se.bam
renal_pelvis_ENCDO576LXR_ENCFF155UHI	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF155UHI.se.bam
left_renal_pelvis_ENCDO327QNA_ENCFF743IBP	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF743IBP.se.bam
common_myeloid_progenitor,_CD34-positive_ENCDO898ATX_ENCFF126FSQ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF126FSQ.se.bam
left_lung_ENCDO375VTO_ENCFF481OYE	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF481OYE.se.bam
ovary_ENCDO927DEI_ENCFF026RIM	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF026RIM.se.bam
placenta_ENCDO676JUB_ENCFF173GOA	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF173GOA.se.bam
skin_of_body_ENCDO449WOZ_ENCFF399CAU	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF399CAU.se.bam
left_renal_cortex_interstitium_ENCDO513BVP_ENCFF034LXG	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF034LXG.se.bam
lung_ENCDO370HUJ_ENCFF689LTA	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF689LTA.se.bam
renal_pelvis_ENCDO766MZV_ENCFF756BCQ	/oak/stanford/groups/engreitz/Users/kmualim/ABC_data/ENCFF756BCQ.se.bam
